"","Var1","Freq"
"623","02-18-2007",59
"707","02-24-2013",59
"744","02-27-2011",59
"866","03-08-2013",59
"945","03-14-2014",59
"1188","04-02-2012",59
"1226","04-05-2011",59
"1352","04-15-2007",59
"1384","04-17-2013",59
"1395","04-18-2011",59
"1408","04-19-2011",59
"1436","04-21-2013",59
"1443","04-22-2007",59
"1474","04-24-2012",59
"1527","04-28-2014",59
"1534","04-29-2008",59
"1566","05-01-2014",59
"1590","05-03-2012",59
"1650","05-08-2007",59
"1798","05-19-2012",59
"1897","05-27-2007",59
"1908","05-28-2005",59
"1972","06-02-2004",59
"2019","06-05-2012",59
"2071","06-09-2012",59
"2108","06-12-2010",59
"2168","06-17-2005",59
"2195","06-19-2006",59
"2296","06-27-2007",59
"2313","06-28-2012",59
"2369","07-03-2008",59
"2394","07-05-2010",59
"2488","07-14-2005",59
"2536","07-18-2007",59
"2576","07-21-2011",59
"2590","07-22-2013",59
"2684","07-30-2011",59
"2924","08-19-2011",59
"2976","08-23-2012",59
"2997","08-25-2007",59
"3006","08-26-2003",59
"3015","08-26-2012",59
"3055","08-29-2013",59
"3092","09-01-2011",59
"3269","09-15-2006",59
"3396","09-25-2003",59
"3397","09-25-2004",59
"3477","10-01-2006",59
"3481","10-01-2010",59
"3483","10-01-2012",59
"3546","10-06-2010",59
"3555","10-07-2006",59
"3712","10-19-2007",59
"3767","10-23-2011",59
"3818","10-27-2010",59
"3827","10-28-2006",59
"3882","11-01-2009",59
"3909","11-03-2010",59
"4037","11-13-2007",59
"4155","11-22-2008",59
"4183","11-24-2010",59
"4352","12-07-2011",59
"4371","12-09-2004",59
"4442","12-14-2010",59
"4527","12-21-2004",59
"4536","12-21-2013",59
"4567","12-24-2005",59
"4608","12-27-2007",59
"4611","12-27-2010",59
"4618","12-28-2004",59
"4626","12-28-2012",59
"4643","12-30-2003",59
"30","01-03-2004",60
"50","01-04-2011",60
"96","01-08-2005",60
"121","01-10-2004",60
"151","01-12-2007",60
"170","01-13-2013",60
"182","01-14-2012",60
"209","01-16-2013",60
"483","02-06-2014",60
"601","02-16-2007",60
"606","02-16-2013",60
"815","03-04-2014",60
"968","03-16-2011",60
"1085","03-25-2011",60
"1097","03-26-2011",60
"1098","03-26-2012",60
"1107","03-27-2008",60
"1246","04-07-2005",60
"1441","04-22-2005",60
"1448","04-22-2012",60
"1473","04-24-2011",60
"1476","04-24-2014",60
"1540","04-29-2014",60
"1611","05-05-2007",60
"1680","05-10-2011",60
"1911","05-28-2008",60
"1927","05-29-2011",60
"1941","05-30-2012",60
"2005","06-04-2011",60
"2051","06-08-2005",60
"2057","06-08-2011",60
"2141","06-15-2004",60
"2148","06-15-2011",60
"2226","06-21-2011",60
"2271","06-25-2006",60
"2276","06-25-2011",60
"2335","06-30-2010",60
"2383","07-04-2010",60
"2438","07-09-2010",60
"2604","07-24-2003",60
"2611","07-24-2010",60
"2631","07-26-2006",60
"2692","07-31-2007",60
"2724","08-03-2003",60
"2812","08-10-2007",60
"2820","08-11-2003",60
"2828","08-11-2011",60
"2860","08-14-2007",60
"2935","08-20-2010",60
"2955","08-22-2004",60
"2959","08-22-2008",60
"2989","08-24-2012",60
"3113","09-03-2006",60
"3501","10-03-2004",60
"3504","10-03-2007",60
"3575","10-08-2013",60
"3594","10-10-2006",60
"3620","10-12-2006",60
"3622","10-12-2008",60
"3661","10-15-2008",60
"3704","10-18-2012",60
"3728","10-20-2011",60
"3755","10-22-2012",60
"3812","10-27-2004",60
"3893","11-02-2007",60
"4024","11-12-2007",60
"4144","11-21-2010",60
"4169","11-23-2009",60
"4171","11-23-2011",60
"4224","11-27-2013",60
"4258","11-30-2008",60
"4273","12-01-2010",60
"4482","12-17-2011",60
"4594","12-26-2006",60
"4599","12-26-2011",60
"4601","12-26-2013",60
"4646","12-30-2006",60
"4658","12-31-2005",60
"134","01-11-2004",61
"171","01-13-2014",61
"184","01-14-2014",61
"247","01-19-2012",61
"272","01-21-2011",61
"295","01-23-2008",61
"311","01-24-2011",61
"430","02-02-2013",61
"514","02-09-2007",61
"540","02-11-2008",61
"640","02-19-2011",61
"667","02-21-2012",61
"753","02-28-2007",61
"891","03-10-2012",61
"899","03-11-2007",61
"905","03-11-2013",61
"958","03-15-2014",61
"981","03-17-2011",61
"1027","03-21-2005",61
"1029","03-21-2007",61
"1034","03-21-2012",61
"1239","04-06-2011",61
"1306","04-11-2013",61
"1363","04-16-2005",61
"1405","04-19-2008",61
"1577","05-02-2012",61
"1602","05-04-2011",61
"1628","05-06-2011",61
"1716","05-13-2008",61
"1741","05-15-2007",61
"1764","05-17-2004",61
"1772","05-17-2012",61
"1810","05-20-2011",61
"1884","05-26-2007",61
"2092","06-11-2007",61
"2186","06-18-2010",61
"2259","06-24-2006",61
"2263","06-24-2010",61
"2308","06-28-2007",61
"2355","07-02-2006",61
"2380","07-04-2007",61
"2406","07-06-2011",61
"2412","07-07-2006",61
"2417","07-07-2011",61
"2494","07-14-2011",61
"2602","07-23-2013",61
"2652","07-28-2003",61
"2656","07-28-2007",61
"2678","07-30-2005",61
"2788","08-08-2007",61
"2844","08-13-2003",61
"2868","08-15-2003",61
"2911","08-18-2010",61
"2945","08-21-2007",61
"2987","08-24-2010",61
"3009","08-26-2006",61
"3048","08-29-2006",61
"3049","08-29-2007",61
"3103","09-02-2009",61
"3322","09-19-2007",61
"3520","10-04-2010",61
"3557","10-07-2008",61
"3600","10-10-2012",61
"3607","10-11-2006",61
"3621","10-12-2007",61
"3624","10-12-2010",61
"3663","10-15-2010",61
"3696","10-18-2004",61
"3711","10-19-2006",61
"3807","10-26-2012",61
"3908","11-03-2009",61
"3917","11-04-2004",61
"3963","11-07-2011",61
"4066","11-15-2010",61
"4128","11-20-2007",61
"4154","11-22-2007",61
"4157","11-22-2010",61
"4221","11-27-2010",61
"4313","12-04-2011",61
"4351","12-07-2010",61
"4384","12-10-2004",61
"4456","12-15-2011",61
"4468","12-16-2010",61
"4483","12-17-2012",61
"4508","12-19-2011",61
"26","01-02-2013",62
"51","01-04-2012",62
"169","01-13-2012",62
"313","01-24-2013",62
"325","01-25-2012",62
"331","01-26-2005",62
"350","01-27-2011",62
"550","02-12-2005",62
"563","02-13-2005",62
"568","02-13-2011",62
"580","02-14-2011",62
"590","02-15-2009",62
"647","02-20-2005",62
"782","03-02-2007",62
"1022","03-20-2013",62
"1056","03-23-2008",62
"1144","03-30-2007",62
"1161","03-31-2011",62
"1189","04-02-2013",62
"1194","04-03-2005",62
"1337","04-14-2005",62
"1422","04-20-2012",62
"1423","04-20-2013",62
"1496","04-26-2008",62
"1514","04-27-2014",62
"1557","05-01-2005",62
"1612","05-05-2008",62
"1728","05-14-2007",62
"1790","05-19-2004",62
"1803","05-20-2004",62
"1837","05-22-2012",62
"1859","05-24-2008",62
"1869","05-25-2005",62
"1872","05-25-2008",62
"1885","05-26-2008",62
"2025","06-06-2005",62
"2187","06-18-2011",62
"2212","06-20-2010",62
"2246","06-23-2005",62
"2254","06-23-2013",62
"2270","06-25-2005",62
"2282","06-26-2005",62
"2370","07-03-2009",62
"2381","07-04-2008",62
"2473","07-12-2012",62
"2489","07-14-2006",62
"2507","07-15-2013",62
"2530","07-17-2013",62
"2548","07-19-2007",62
"2690","07-31-2005",62
"2832","08-12-2003",62
"2880","08-16-2003",62
"3156","09-06-2010",62
"3348","09-21-2007",62
"3352","09-21-2011",62
"3360","09-22-2006",62
"3362","09-22-2008",62
"3373","09-23-2006",62
"3469","09-30-2011",62
"3509","10-03-2012",62
"3645","10-14-2005",62
"3750","10-22-2007",62
"3773","10-24-2004",62
"3958","11-07-2006",62
"4010","11-11-2006",62
"4127","11-20-2006",62
"4180","11-24-2007",62
"4229","11-28-2005",62
"4235","11-28-2011",62
"4270","12-01-2007",62
"4288","12-02-2012",62
"4323","12-05-2008",62
"4337","12-06-2009",62
"4340","12-06-2012",62
"4423","12-13-2004",62
"4514","12-20-2004",62
"4549","12-22-2013",62
"4625","12-28-2011",62
"4639","12-29-2012",62
"4659","12-31-2006",62
"4665","12-31-2012",62
"115","01-09-2011",63
"128","01-10-2011",63
"142","01-11-2012",63
"149","01-12-2005",63
"194","01-15-2011",63
"450","02-04-2007",63
"604","02-16-2011",63
"650","02-20-2008",63
"740","02-27-2007",63
"795","03-03-2007",63
"930","03-13-2012",63
"961","03-16-2004",63
"1008","03-19-2012",63
"1069","03-24-2008",63
"1157","03-31-2007",63
"1172","04-01-2009",63
"1369","04-16-2011",63
"1376","04-17-2005",63
"1389","04-18-2005",63
"1391","04-18-2007",63
"1475","04-24-2013",63
"1511","04-27-2011",63
"1699","05-12-2004",63
"1758","05-16-2011",63
"1816","05-21-2004",63
"1832","05-22-2007",63
"1901","05-27-2011",63
"1924","05-29-2008",63
"1953","05-31-2011",63
"1964","06-01-2009",63
"1993","06-03-2012",63
"2014","06-05-2007",63
"2032","06-06-2012",63
"2067","06-09-2008",63
"2097","06-11-2012",63
"2117","06-13-2006",63
"2275","06-25-2010",63
"2310","06-28-2009",63
"2322","06-29-2009",63
"2354","07-02-2005",63
"2392","07-05-2008",63
"2407","07-06-2012",63
"2449","07-10-2010",63
"2469","07-12-2008",63
"2523","07-17-2006",63
"2556","07-20-2003",63
"2625","07-25-2012",63
"2714","08-02-2005",63
"2916","08-19-2003",63
"2958","08-22-2007",63
"3153","09-06-2007",63
"3195","09-09-2010",63
"3218","09-11-2007",63
"3321","09-19-2006",63
"3347","09-21-2006",63
"3386","09-24-2006",63
"3443","09-28-2011",63
"3568","10-08-2006",63
"3650","10-14-2010",63
"3776","10-24-2007",63
"3786","10-25-2004",63
"3802","10-26-2007",63
"3828","10-28-2007",63
"3854","10-30-2007",63
"3884","11-01-2011",63
"3923","11-04-2010",63
"3972","11-08-2007",63
"4081","11-16-2012",63
"4101","11-18-2006",63
"4134","11-20-2013",63
"4158","11-22-2011",63
"4215","11-27-2004",63
"4222","11-27-2011",63
"4338","12-06-2010",63
"4345","12-07-2004",63
"4404","12-11-2011",63
"4416","12-12-2010",63
"4509","12-19-2012",63
"4559","12-23-2010",63
"4624","12-28-2010",63
"38","01-03-2012",64
"164","01-13-2007",64
"259","01-20-2011",64
"425","02-02-2008",64
"441","02-03-2011",64
"456","02-04-2013",64
"457","02-04-2014",64
"469","02-05-2013",64
"500","02-08-2005",64
"819","03-05-2005",64
"916","03-12-2011",64
"923","03-13-2005",64
"955","03-15-2011",64
"1174","04-01-2011",64
"1181","04-02-2005",64
"1200","04-03-2011",64
"1214","04-04-2012",64
"1252","04-07-2011",64
"1253","04-07-2012",64
"1266","04-08-2012",64
"1324","04-13-2005",64
"1353","04-15-2008",64
"1366","04-16-2008",64
"1550","04-30-2011",64
"1560","05-01-2008",64
"1674","05-10-2005",64
"1725","05-14-2004",64
"1765","05-17-2005",64
"1821","05-21-2009",64
"1898","05-27-2008",64
"1928","05-29-2012",64
"1962","06-01-2007",64
"1967","06-01-2012",64
"2181","06-18-2005",64
"2207","06-20-2005",64
"2260","06-24-2007",64
"2312","06-28-2011",64
"2433","07-09-2005",64
"2465","07-12-2004",64
"2474","07-12-2013",64
"2516","07-16-2011",64
"2572","07-21-2007",64
"2629","07-26-2004",64
"2642","07-27-2005",64
"2686","07-30-2013",64
"2705","08-01-2008",64
"2731","08-03-2010",64
"2875","08-15-2010",64
"2912","08-18-2011",64
"2972","08-23-2008",64
"2988","08-24-2011",64
"3022","08-27-2006",64
"3178","09-08-2006",64
"3204","09-10-2006",64
"3212","09-11-2001",64
"3243","09-13-2006",64
"3365","09-22-2011",64
"3507","10-03-2010",64
"3542","10-06-2006",64
"3587","10-09-2012",64
"3644","10-14-2004",64
"3685","10-17-2006",64
"3788","10-25-2006",64
"3825","10-28-2004",64
"3841","10-29-2007",64
"3883","11-01-2010",64
"3905","11-03-2006",64
"3950","11-06-2011",64
"3969","11-08-2004",64
"4062","11-15-2006",64
"4107","11-18-2012",64
"4141","11-21-2007",64
"4170","11-23-2010",64
"4312","12-04-2010",64
"4387","12-10-2007",64
"4388","12-10-2008",64
"4492","12-18-2008",64
"4570","12-24-2008",64
"4595","12-26-2007",64
"4596","12-26-2008",64
"4634","12-29-2007",64
"137","01-11-2007",65
"197","01-15-2014",65
"208","01-16-2012",65
"279","01-22-2005",65
"444","02-03-2014",65
"502","02-08-2007",65
"508","02-08-2014",65
"886","03-10-2007",65
"929","03-13-2011",65
"951","03-15-2007",65
"964","03-16-2007",65
"1031","03-21-2009",65
"1116","03-28-2005",65
"1119","03-28-2008",65
"1199","04-03-2010",65
"1213","04-04-2011",65
"1326","04-13-2007",65
"1343","04-14-2011",65
"1379","04-17-2008",65
"1489","04-25-2014",65
"1508","04-27-2008",65
"1524","04-28-2011",65
"1573","05-02-2008",65
"1575","05-02-2010",65
"1627","05-06-2010",65
"1794","05-19-2008",65
"1881","05-26-2004",65
"1888","05-26-2011",65
"1976","06-02-2008",65
"2026","06-06-2006",65
"2090","06-11-2005",65
"2103","06-12-2005",65
"2156","06-16-2006",65
"2209","06-20-2007",65
"2234","06-22-2006",65
"2252","06-23-2011",65
"2323","06-29-2010",65
"2342","07-01-2005",65
"2391","07-05-2007",65
"2479","07-13-2007",65
"2505","07-15-2011",65
"2522","07-17-2005",65
"2551","07-19-2010",65
"2578","07-21-2013",65
"2683","07-30-2010",65
"2920","08-19-2007",65
"3001","08-25-2011",65
"3039","08-28-2010",65
"3060","08-30-2005",65
"3182","09-08-2010",65
"3403","09-25-2010",65
"3414","09-26-2008",65
"3418","09-26-2012",65
"3470","09-30-2012",65
"3494","10-02-2010",65
"3503","10-03-2006",65
"3676","10-16-2010",65
"3686","10-17-2007",65
"3687","10-17-2008",65
"3709","10-19-2004",65
"3962","11-07-2010",65
"3997","11-10-2006",65
"4052","11-14-2009",65
"4089","11-17-2007",65
"4250","11-29-2013",65
"4364","12-08-2010",65
"4367","12-08-2013",65
"4370","12-09-2003",65
"4377","12-09-2010",65
"4392","12-10-2012",65
"4444","12-14-2012",65
"4494","12-18-2010",65
"4497","12-18-2013",65
"4506","12-19-2009",65
"8","01-01-2008",66
"34","01-03-2008",66
"76","01-06-2011",66
"122","01-10-2005",66
"246","01-19-2011",66
"274","01-21-2013",66
"321","01-25-2008",66
"543","02-11-2011",66
"636","02-19-2007",66
"651","02-20-2009",66
"873","03-09-2007",66
"990","03-18-2007",66
"1003","03-19-2007",66
"1016","03-20-2007",66
"1086","03-25-2012",66
"1293","04-10-2013",66
"1317","04-12-2011",66
"1339","04-14-2007",66
"1510","04-27-2010",66
"1664","05-09-2008",66
"1759","05-16-2012",66
"1808","05-20-2009",66
"1822","05-21-2010",66
"1850","05-23-2012",66
"2044","06-07-2011",66
"2104","06-12-2006",66
"2118","06-13-2007",66
"2222","06-21-2007",66
"2233","06-22-2005",66
"2251","06-23-2010",66
"2359","07-02-2010",66
"2372","07-03-2011",66
"2447","07-10-2008",66
"2477","07-13-2005",66
"2483","07-13-2011",66
"2527","07-17-2010",66
"2583","07-22-2006",66
"2592","07-23-2003",66
"2741","08-04-2008",66
"2830","08-11-2013",66
"3000","08-25-2010",66
"3013","08-26-2010",66
"3067","08-30-2012",66
"3071","08-31-2003",66
"3087","09-01-2006",66
"3140","09-05-2007",66
"3400","09-25-2007",66
"3431","09-27-2012",66
"3461","09-30-2003",66
"3556","10-07-2007",66
"3727","10-20-2010",66
"3734","10-21-2004",66
"3790","10-25-2008",66
"3933","11-05-2007",66
"3956","11-07-2004",66
"3959","11-07-2007",66
"4047","11-14-2004",66
"4156","11-22-2009",66
"4219","11-27-2008",66
"4232","11-28-2008",66
"4248","11-29-2011",66
"4309","12-04-2007",66
"4325","12-05-2010",66
"4529","12-21-2006",66
"4542","12-22-2006",66
"4546","12-22-2010",66
"4593","12-26-2005",66
"4612","12-27-2011",66
"4622","12-28-2008",66
"4631","12-29-2004",66
"33","01-03-2007",67
"37","01-03-2011",67
"57","01-05-2005",67
"63","01-05-2011",67
"66","01-05-2014",67
"91","01-07-2013",67
"162","01-13-2005",67
"221","01-17-2012",67
"223","01-17-2014",67
"308","01-24-2008",67
"324","01-25-2011",67
"448","02-04-2005",67
"675","02-22-2007",67
"688","02-23-2007",67
"800","03-03-2012",67
"862","03-08-2009",67
"888","03-10-2009",67
"975","03-17-2005",67
"1088","03-25-2014",67
"1148","03-30-2011",67
"1170","04-01-2007",67
"1182","04-02-2006",67
"1278","04-09-2011",67
"1460","04-23-2011",67
"1472","04-24-2010",67
"1536","04-29-2010",67
"1639","05-07-2009",67
"1652","05-08-2009",67
"1665","05-09-2009",67
"1715","05-13-2007",67
"1781","05-18-2008",67
"1796","05-19-2010",67
"2131","06-14-2007",67
"2132","06-14-2008",67
"2247","06-23-2006",67
"2294","06-27-2005",67
"2297","06-27-2008",67
"2309","06-28-2008",67
"2374","07-03-2013",67
"2437","07-09-2009",67
"2554","07-19-2013",67
"2606","07-24-2005",67
"2635","07-26-2010",67
"2655","07-28-2006",67
"2667","07-29-2006",67
"2704","08-01-2007",67
"2834","08-12-2005",67
"3145","09-05-2012",67
"3192","09-09-2007",67
"3338","09-20-2010",67
"3366","09-22-2012",67
"3387","09-24-2007",67
"3413","09-26-2007",67
"3451","09-29-2006",67
"3478","10-01-2007",67
"3535","10-05-2012",67
"3547","10-06-2011",67
"3660","10-15-2007",67
"3713","10-19-2008",67
"3717","10-19-2012",67
"3794","10-25-2012",67
"3906","11-03-2007",67
"3982","11-09-2004",67
"4130","11-20-2009",67
"4299","12-03-2010",67
"4453","12-15-2008",67
"4481","12-17-2010",67
"4519","12-20-2009",67
"4548","12-22-2012",67
"4613","12-27-2012",67
"46","01-04-2007",68
"52","01-04-2013",68
"83","01-07-2005",68
"90","01-07-2012",68
"116","01-09-2012",68
"227","01-18-2005",68
"391","01-30-2013",68
"392","01-30-2014",68
"412","02-01-2008",68
"464","02-05-2008",68
"479","02-06-2010",68
"565","02-13-2007",68
"627","02-18-2011",68
"835","03-06-2008",68
"861","03-08-2008",68
"1081","03-25-2007",68
"1155","03-31-2005",68
"1184","04-02-2008",68
"1409","04-19-2012",68
"1410","04-19-2013",68
"1483","04-25-2008",68
"1624","05-06-2007",68
"1625","05-06-2008",68
"1847","05-23-2009",68
"2037","06-07-2004",68
"2056","06-08-2010",68
"2066","06-09-2007",68
"2143","06-15-2006",68
"2182","06-18-2006",68
"2196","06-19-2007",68
"2239","06-22-2011",68
"2306","06-28-2005",68
"2321","06-29-2008",68
"2333","06-30-2008",68
"2347","07-01-2010",68
"2455","07-11-2005",68
"2457","07-11-2007",68
"2510","07-16-2005",68
"2550","07-19-2009",68
"2571","07-21-2006",68
"2672","07-29-2011",68
"2762","08-06-2005",68
"2806","08-09-2013",68
"2895","08-17-2006",68
"3026","08-27-2010",68
"3127","09-04-2007",68
"3130","09-04-2010",68
"3143","09-05-2010",68
"3158","09-06-2012",68
"3225","09-12-2001",68
"3286","09-16-2010",68
"3287","09-16-2011",68
"3401","09-25-2008",68
"3416","09-26-2010",68
"3714","10-19-2009",68
"3729","10-20-2012",68
"3762","10-23-2006",68
"3793","10-25-2011",68
"3897","11-02-2011",68
"3922","11-04-2009",68
"3930","11-05-2004",68
"3949","11-06-2010",68
"4120","11-19-2012",68
"4178","11-24-2005",68
"4191","11-25-2005",68
"4206","11-26-2008",68
"4283","12-02-2007",68
"4531","12-21-2008",68
"4561","12-23-2012",68
"18","01-02-2005",69
"31","01-03-2005",69
"86","01-07-2008",69
"154","01-12-2010",69
"233","01-18-2011",69
"388","01-30-2010",69
"537","02-11-2005",69
"577","02-14-2007",69
"578","02-14-2009",69
"589","02-15-2007",69
"669","02-21-2014",69
"705","02-24-2011",69
"727","02-26-2007",69
"989","03-18-2006",69
"991","03-18-2008",69
"1004","03-19-2008",69
"1007","03-19-2011",69
"1046","03-22-2011",69
"1135","03-29-2011",69
"1259","04-08-2005",69
"1350","04-15-2005",69
"1456","04-23-2007",69
"1469","04-24-2007",69
"1537","04-29-2011",69
"1563","05-01-2011",69
"1635","05-07-2005",69
"1729","05-14-2008",69
"1756","05-16-2009",69
"1770","05-17-2010",69
"1809","05-20-2010",69
"1846","05-23-2008",69
"1855","05-24-2004",69
"1860","05-24-2009",69
"1882","05-26-2005",69
"1959","06-01-2004",69
"2091","06-11-2006",69
"2109","06-12-2011",69
"2286","06-26-2009",69
"2368","07-03-2007",69
"2425","07-08-2008",69
"2427","07-08-2010",69
"2542","07-18-2013",69
"2596","07-23-2007",69
"2618","07-25-2005",69
"2774","08-07-2005",69
"3230","09-12-2006",69
"3244","09-13-2007",69
"3314","09-18-2012",69
"3334","09-20-2006",69
"3388","09-24-2008",69
"3427","09-27-2008",69
"3489","10-02-2005",69
"3618","10-12-2004",69
"3626","10-12-2012",69
"3631","10-13-2004",69
"3760","10-23-2004",69
"3792","10-25-2010",69
"3803","10-26-2008",69
"3881","11-01-2008",69
"4034","11-13-2004",69
"4055","11-14-2012",69
"4102","11-18-2007",69
"4125","11-20-2004",69
"4244","11-29-2007",69
"4286","12-02-2010",69
"4336","12-06-2008",69
"4380","12-09-2013",69
"4532","12-21-2009",69
"4584","12-25-2009",69
"4649","12-30-2009",69
"4661","12-31-2008",69
"9","01-01-2009",70
"70","01-06-2005",70
"100","01-08-2009",70
"131","01-10-2014",70
"168","01-13-2011",70
"219","01-17-2010",70
"236","01-18-2014",70
"478","02-06-2009",70
"539","02-11-2007",70
"734","02-26-2014",70
"786","03-02-2011",70
"802","03-03-2014",70
"988","03-18-2005",70
"1020","03-20-2011",70
"1068","03-24-2007",70
"1285","04-10-2005",70
"1332","04-13-2013",70
"1338","04-14-2006",70
"1380","04-17-2009",70
"1424","04-20-2014",70
"1495","04-26-2007",70
"1547","04-30-2008",70
"1739","05-15-2005",70
"1757","05-16-2010",70
"1856","05-24-2005",70
"2128","06-14-2004",70
"2197","06-19-2008",70
"2284","06-26-2007",70
"2435","07-09-2007",70
"2500","07-15-2006",70
"2539","07-18-2010",70
"2564","07-20-2011",70
"2623","07-25-2010",70
"2666","07-29-2005",70
"2676","07-30-2003",70
"2752","08-05-2007",70
"2967","08-23-2003",70
"3077","08-31-2009",70
"3359","09-22-2005",70
"3531","10-05-2008",70
"3814","10-27-2006",70
"3844","10-29-2010",70
"3857","10-30-2010",70
"3945","11-06-2006",70
"3961","11-07-2009",70
"4060","11-15-2004",70
"4092","11-17-2010",70
"4118","11-19-2010",70
"4153","11-22-2006",70
"4245","11-29-2008",70
"4385","12-10-2005",70
"4427","12-13-2008",70
"14","01-01-2014",71
"72","01-06-2007",71
"85","01-07-2007",71
"97","01-08-2006",71
"111","01-09-2007",71
"204","01-16-2008",71
"216","01-17-2007",71
"249","01-19-2014",71
"443","02-03-2013",71
"487","02-07-2005",71
"592","02-15-2011",71
"715","02-25-2008",71
"718","02-25-2011",71
"725","02-26-2005",71
"757","02-28-2011",71
"769","03-01-2007",71
"770","03-01-2008",71
"822","03-05-2008",71
"939","03-14-2008",71
"1055","03-23-2007",71
"1125","03-28-2014",71
"1133","03-29-2009",71
"1185","04-02-2009",71
"1236","04-06-2008",71
"1248","04-07-2007",71
"1327","04-13-2008",71
"1406","04-19-2009",71
"1430","04-21-2007",71
"1570","05-02-2005",71
"1677","05-10-2008",71
"1703","05-12-2008",71
"1755","05-16-2008",71
"1961","06-01-2006",71
"1977","06-02-2009",71
"2040","06-07-2007",71
"2160","06-16-2010",71
"2161","06-16-2011",71
"2170","06-17-2007",71
"2238","06-22-2010",71
"2264","06-24-2011",71
"2324","06-29-2011",71
"2384","07-04-2011",71
"2456","07-11-2006",71
"2511","07-16-2006",71
"2524","07-17-2007",71
"2549","07-19-2008",71
"2658","07-28-2009",71
"2659","07-28-2010",71
"2707","08-01-2010",71
"2712","08-02-2003",71
"2740","08-04-2007",71
"2904","08-18-2003",71
"3247","09-13-2010",71
"3308","09-18-2006",71
"3476","10-01-2005",71
"3519","10-04-2009",71
"3672","10-16-2006",71
"3737","10-21-2007",71
"3780","10-24-2011",71
"3791","10-25-2009",71
"3868","10-31-2008",71
"4021","11-12-2004",71
"4177","11-24-2004",71
"4204","11-26-2006",71
"4274","12-01-2011",71
"4359","12-08-2005",71
"4379","12-09-2012",71
"4439","12-14-2007",71
"4571","12-24-2009",71
"4621","12-28-2007",71
"4637","12-29-2010",71
"6","01-01-2006",72
"102","01-08-2011",72
"105","01-08-2014",72
"118","01-09-2014",72
"124","01-10-2007",72
"206","01-16-2010",72
"256","01-20-2008",72
"292","01-23-2005",72
"370","01-29-2005",72
"375","01-29-2010",72
"470","02-05-2014",72
"517","02-09-2010",72
"520","02-09-2014",72
"656","02-20-2014",72
"695","02-23-2014",72
"762","02-29-2008",72
"807","03-04-2006",72
"914","03-12-2009",72
"1106","03-27-2007",72
"1131","03-29-2007",72
"1275","04-09-2008",72
"1304","04-11-2011",72
"1486","04-25-2011",72
"1561","05-01-2009",72
"1640","05-07-2010",72
"1744","05-15-2010",72
"1848","05-23-2010",72
"1974","06-02-2006",72
"2077","06-10-2005",72
"2119","06-13-2008",72
"2155","06-16-2005",72
"2390","07-05-2006",72
"2396","07-05-2012",72
"2404","07-06-2009",72
"2467","07-12-2006",72
"2468","07-12-2007",72
"2471","07-12-2010",72
"2570","07-21-2005",72
"2594","07-23-2005",72
"2595","07-23-2006",72
"2599","07-23-2010",72
"2726","08-03-2005",72
"2755","08-05-2010",72
"2901","08-17-2012",72
"2913","08-18-2012",72
"3115","09-03-2008",72
"3235","09-12-2011",72
"3398","09-25-2005",72
"3438","09-28-2006",72
"3453","09-29-2008",72
"3648","10-14-2008",72
"3698","10-18-2006",72
"3932","11-05-2006",72
"3974","11-08-2009",72
"4038","11-13-2008",72
"4068","11-15-2012",72
"4099","11-18-2004",72
"4435","12-14-2003",72
"4441","12-14-2009",72
"4443","12-14-2011",72
"4547","12-22-2011",72
"4574","12-24-2012",72
"4653","12-30-2013",72
"175","01-14-2005",73
"192","01-15-2009",73
"255","01-20-2007",73
"418","02-01-2014",73
"476","02-06-2007",73
"490","02-07-2008",73
"611","02-17-2005",73
"738","02-27-2005",73
"747","02-27-2014",73
"812","03-04-2011",73
"832","03-06-2005",73
"932","03-13-2014",73
"953","03-15-2009",73
"979","03-17-2009",73
"1120","03-28-2009",73
"1418","04-20-2008",73
"1445","04-22-2009",73
"1446","04-22-2010",73
"1497","04-26-2009",73
"1523","04-28-2010",73
"1609","05-05-2005",73
"1614","05-05-2010",73
"1666","05-09-2010",73
"2064","06-09-2005",73
"2065","06-09-2006",73
"2171","06-17-2008",73
"2183","06-18-2007",73
"2208","06-20-2006",73
"2223","06-21-2008",73
"2225","06-21-2010",73
"2285","06-26-2008",73
"2537","07-18-2008",73
"2693","07-31-2008",73
"2729","08-03-2008",73
"2751","08-05-2006",73
"2777","08-07-2008",73
"2784","08-08-2003",73
"2789","08-08-2008",73
"2805","08-09-2012",73
"3165","09-07-2006",73
"3490","10-02-2006",73
"3544","10-06-2008",73
"3596","10-10-2008",73
"3609","10-11-2008",73
"3907","11-03-2008",73
"3984","11-09-2006",73
"4042","11-13-2012",73
"4075","11-16-2006",73
"4145","11-21-2011",73
"4241","11-29-2004",73
"4348","12-07-2007",73
"4401","12-11-2008",73
"4428","12-13-2009",73
"4517","12-20-2007",73
"4606","12-27-2005",73
"4650","12-30-2010",73
"39","01-03-2013",74
"78","01-06-2013",74
"109","01-09-2005",74
"125","01-10-2008",74
"140","01-11-2010",74
"152","01-12-2008",74
"167","01-13-2010",74
"178","01-14-2008",74
"180","01-14-2010",74
"207","01-16-2011",74
"220","01-17-2011",74
"228","01-18-2006",74
"334","01-26-2008",74
"360","01-28-2008",74
"533","02-10-2014",74
"556","02-12-2011",74
"662","02-21-2007",74
"794","03-03-2006",74
"912","03-12-2007",74
"913","03-12-2008",74
